region	shape1	shape2	phi	mu
10:118031859-118032256	9.04218125636655	987.861219574445	996.903400830811	0.0090702682414674
10:118032156-118032344	6.77306547092748	629.175198586191	635.948264057118	0.0106503403715859
10:118032350-118032503	7.89641101994363	748.953427096401	756.849838116344	0.0104332598386971
10:118032453-118032655	10.0218774798597	1001.2018212505	1011.22369873036	0.0099106434040684
10:118032754-118033143	13.0227634970376	1466.19459874659	1479.21736224363	0.00880382006690698
10:118892256-118892464	21.3863894678887	1034.40447918057	1055.79086864846	0.020256274327572
10:118892465-118892644	37.4556455651615	1031.91984379545	1069.37548936061	0.035025719158344
10:118892966-118893053	5.4447386991031	270.249082928486	275.69382162759	0.0197492227680674
10:118893089-118893284	43.7142771956158	905.511666999927	949.225944195543	0.046052552042984
10:118897728-118897878	38.0736301790607	821.691819633373	859.765449812434	0.0442837406264311
10:118897888-118897998	32.976345532254	417.409803062166	450.38614859442	0.0732179389512038
10:119294886-119295082	8.32068353026697	696.331369589363	704.652053119629	0.0118082158328067
10:119295090-119295200	4.02897387146793	585.25454457099	589.283518442458	0.00683707204660492
10:119297347-119297637	39.0471989628838	1374.78904430165	1413.83624326454	0.0276179077661244
10:119297639-119297653	16.7821204306285	175.167775060056	191.949895490684	0.0874296929817447
10:119301596-119301834	33.4174828756987	809.002777891348	842.420260767047	0.0396684225582029
10:119301928-119302068	16.7506659310634	562.382231875604	579.132897806667	0.0289236995420269
10:119302068-119302228	9.22776439870509	618.823229377012	628.050993775717	0.0146926993033314
10:119303058-119303131	4.46986644208397	253.96842580726	258.438292249344	0.0172956817009586
10:119303149-119303379	15.9549373050385	680.67405537438	696.628992679418	0.0229030624230433
10:119304374-119304569	39.04166317816	1239.95856277422	1279.00022595238	0.0305251417364594
10:119304578-119304742	18.8324192418812	901.064375608772	919.896794850654	0.0204723174896361
10:124907378-124907415	7.45753284504335	247.41282766489	254.870360509933	0.0292601023913595
10:124907452-124907714	20.7470306456037	2203.85588965731	2224.60292030291	0.00932617253005255
10:124910886-124911139	7.92760318642416	678.484368293431	686.411971479856	0.0115493370101527
10:128076151-128076239	8.91526018366468	416.844371870981	425.759632054646	0.0209396558819846
10:128076255-128076478	15.4971149102498	755.690834697358	771.187949607607	0.0200951206747135
10:128076738-128077023	5.17454756203637	633.380631367715	638.555178929751	0.00810352453911524
10:130085034-130085317	4.7390072447174	472.712271025449	477.451278270167	0.0099256352645805
10:130339580-130339782	27.5514442944566	1794.79794426539	1822.34938855984	0.0151186399641124
10:130339838-130339900	15.1478542955796	233.323771394679	248.471625690258	0.0609641211687597
10:131767858-131767908	13.7360466953894	119.022951249166	132.758997944556	0.103466031742165
10:131767921-131768241	49.5400269439159	1065.95768035154	1115.49770729546	0.0444106936481531
10:131768791-131768859	4.5692911966224	708.615439036192	713.184730232815	0.00640688310184485
10:131768890-131769021	13.8342089606837	859.545326136041	873.379535096725	0.0158398593105935
10:133999950-134000274	13.6710014975664	589.971255278764	603.642256776331	0.0226475223430753
10:134598760-134598867	29.5262577394508	200.928110313153	230.454368052604	0.128121927082376
10:134598872-134599101	18.1434455736648	591.711185880541	609.854631454205	0.0297504432005404
10:134599667-134599866	9.50050265434626	542.977913001389	552.478415655735	0.017196151714036
10:134599905-134600004	20.0042632770063	207.494088877716	227.498352154722	0.0879314645030983
10:134599923-134600111	25.3503026502733	278.819900543988	304.170203194261	0.0833424917498675
10:134600116-134600264	22.2103993977013	195.627097434565	217.837496832266	0.101958568752758
10:134901160-134901285	37.1571617028844	698.432994164702	735.590155867586	0.0505134026148837
10:134901289-134901471	5.6282130970651	794.839591085126	800.467804182191	0.00703115486676599
10:135043942-135044063	3.15439693314022	540.995055992096	544.149452925236	0.00579693118532569
10:135044073-135044219	4.15878664057506	515.465445949979	519.624232590554	0.00800345014673717
10:14215653-14215938	10.631762113563	1743.59999036868	1754.23175248224	0.00606063714131215
10:15761688-15761789	4.43992369468828	409.130336092812	413.5702597875	0.0107355971315964
10:15761802-15762022	6.48225380795787	524.288958330985	530.771212138942	0.0122128963660919
10:16562452-16562542	11.6119695592485	423.316093488656	434.928063047905	0.0266985981034972
10:1778695-1778866	15.7696336080919	735.537983139966	751.307616748058	0.0209895830370372
10:1778887-1779016	9.51973102124551	523.523374065581	533.043105086826	0.0178592142556555
10:1779506-1779736	6.43204909804997	681.902824803038	688.334873901088	0.00934436034251292
10:1779755-1780158	22.3422990430436	2342.29206961547	2364.63436865851	0.00944852165695229
10:18429638-18429909	3.80234237344852	588.213185563735	592.015527937184	0.00642270716563362
10:20104214-20104503	3.70435316879469	711.378309909389	715.082663078183	0.00518031461264734
10:22540652-22540830	5.35117565561242	1772.19645698556	1777.54763264117	0.00301042602591829
10:22623951-22623989	40.2749777813818	106.245151881297	146.520129662679	0.274876754983111
10:22624033-22624266	38.1583691369631	572.799692603775	610.958061740738	0.0624566095882957
10:22624200-22624342	10.7483842245084	695.793068069867	706.541452294376	0.0152126732120313
10:22624345-22624549	5.07440708018537	761.842953577852	766.917360658038	0.00661662825813641
10:22624495-22624669	11.7993484529097	966.129037541514	977.928385994423	0.0120656569764169
10:22624667-22624833	43.9946400427002	488.524794182187	532.519434224887	0.0826160271629091
10:22634273-22634371	4.86315902766991	273.247041897131	278.110200924801	0.0174864460616634
10:22634373-22634537	6.36905007341862	343.510577271141	349.879627344559	0.0182035465218626
10:22634532-22634611	7.25012825241727	225.886316444566	233.136444696984	0.031098219164492
10:22765576-22765814	19.5809583405811	524.683380611037	544.264338951618	0.035976926907059
10:23463010-23463136	19.7066767568681	557.171015518058	576.877692274926	0.0341609270401054
10:23463161-23463265	15.2165092520403	453.658980529413	468.875489781454	0.0324531983088577
10:23463224-23463409	29.4628776542347	956.042987574581	985.505865228815	0.0298961971650914
10:23463417-23463549	27.3913919716269	405.512715836086	432.904107807713	0.0632735783227855
10:23484490-23484724	23.9343501319082	241.458363126029	265.392713257938	0.0901846544243517
10:23983323-23983474	6.88597642820979	666.874152986	673.76012941421	0.0102202195226314
10:23983491-23983650	7.04998251517214	704.737460929143	711.787443444315	0.00990461770589478
10:23984675-23984778	15.9775101773395	512.92591721399	528.90342739133	0.030208747665229
10:23984769-23984886	14.8377854043075	429.094488809969	443.932274214276	0.033423533872524
10:25464086-25464265	12.7251569388098	382.349322203676	395.074479142485	0.03220951392869
10:25464282-25464433	5.28692568246892	265.420558045148	270.707483727616	0.0195300314925486
10:25464556-25464729	34.2457166820469	551.772080892115	586.017797574162	0.0584380147220922
10:25464737-25464876	17.9510338954685	513.024712246466	530.975746141934	0.0338076343898956
10:25465258-25465486	32.2833965320915	876.121455532609	908.404852064701	0.035538555808806
10:25465489-25465602	9.89042845331944	465.118884346063	475.009312799382	0.0208215464135471
10:26504964-26505086	3.84120889894986	475.392617498533	479.233826397483	0.00801531254132281
10:26505122-26505291	7.01189577258838	1341.67002359884	1348.68191937143	0.00519907301482647
10:26505329-26505390	2.18863595388829	320.855834110772	323.044470064661	0.00677502993148345
10:26505435-26505673	21.7708326836685	1058.20439980052	1079.97523248419	0.0201586407065935
10:28034039-28034178	17.0339121205042	944.905727109458	961.939639229962	0.0177078804384648
10:28034183-28034264	17.2903314940406	330.906639174995	348.196970669036	0.0496567545111562
10:28957404-28957559	10.5126287571049	1020.00153688668	1030.51416564379	0.0102013432785151
10:31609731-31609939	6.84358344260927	3005.19465326479	3012.0382367074	0.00227207721310016
10:31609955-31610099	3.43628873471903	1448.06315482756	1451.49944356228	0.00236740616743584
10:43249919-43250093	6.07006634519872	674.980921393913	681.050987739112	0.00891279280770085
10:43250108-43250210	4.43232807790358	793.313591753758	797.745919831662	0.00555606486691762
10:43428380-43428643	14.8656988041117	639.774163836459	654.639862640571	0.0227082089748539
10:50817635-50817728	8.01140468235339	401.723819582189	409.735224264542	0.0195526384062623
10:50817770-50817978	14.8012983486682	846.029260198377	860.830558547045	0.017194206457599
10:50820947-50821099	27.9376542351427	931.664533493709	959.602187728852	0.0291137875594724
10:50821151-50821222	10.5143161133897	330.656694097881	341.171010211271	0.0308183163243519
10:54068324-54068750	26.0622091169021	856.135798692531	882.198007809433	0.0295423577090324
10:57387401-57387517	18.6503631909425	781.72492870767	800.375291898612	0.0233020226632697
10:57387598-57387788	9.39736402068848	335.33259755326	344.729961573949	0.0272600732984813
10:57387895-57388018	7.24258528983748	510.214263771282	517.456849061119	0.0139965009700394
10:57388064-57388144	4.14690472480309	419.061944820482	423.208849545285	0.0097987193066939
10:57389612-57389800	4.48081171684101	303.630883553934	308.111695270775	0.0145428160813668
10:57389850-57389937	3.60813553239493	126.333838101818	129.941973634213	0.0277672828223453
10:57390156-57390458	5.26711813984404	278.739221624686	284.00633976453	0.0185457766337576
10:57390531-57390878	7.58502381429076	671.487740196698	679.072764010989	0.0111696775607511
10:60936619-60936879	8.84068996354328	286.978178319734	295.818868283277	0.0298854836909098
10:70319921-70320079	8.31422902253147	1065.73348625102	1074.04771527355	0.00774102388962666
10:70320126-70320201	3.15387492385902	472.808223397398	475.962098321257	0.00662631527800827
10:71332575-71332868	16.3065604457052	993.341344311736	1009.64790475744	0.0161507396478208
10:71333020-71333073	5.73125056029685	519.394552664039	525.125803224336	0.0109140524520149
10:72200439-72200717	26.5091621499087	1291.50840647879	1318.0175686287	0.0201129050028441
10:72200737-72200786	6.89385287581681	203.482086483952	210.375939359769	0.0327692078133872
10:72200854-72200942	17.9443508156978	290.066448224901	308.010799040599	0.0582588366108962
10:7451683-7451881	4.72466498295859	1148.3973394281	1153.12200441106	0.00409728108984585
10:7453551-7453630	5.82085180082704	347.584866409695	353.405718210522	0.0164707346284634
10:7454394-7454497	5.86517069285463	441.018544522321	446.883715215176	0.0131246015309162
10:7454527-7454736	5.56308824668707	469.324164230829	474.887252477516	0.0117145453318953
10:7708695-7708963	6.56893064517064	738.466872933677	745.035803578847	0.00881693284217508
10:8079200-8079357	41.2267015258746	598.664247354348	639.890948880223	0.064427699122826
10:8079365-8079481	45.74717645178	735.18062636842	780.9278028202	0.0585805452009406
10:8092000-8092200	13.3940426970418	1186.92581188269	1200.31985457973	0.0111587279390055
10:8095325-8095837	6.75356702612999	1055.75769459031	1062.51126161644	0.00635623100677122
10:8096215-8096485	5.1787946458445	1090.81211779902	1095.99091244486	0.00472521677601505
10:8096623-8096679	3.07620580069329	285.872934672567	288.94914047326	0.0106461842926921
10:90966879-90966948	6.30443953574744	436.199752394608	442.504191930356	0.0142471860170303
10:91295089-91295216	13.989592008485	478.54691667989	492.536508688375	0.0284031574547425
10:94180311-94180557	14.7776064073293	235.560614153946	250.338220561275	0.059030564227056
10:94827946-94828070	17.1208585413425	502.923814890567	520.044673431909	0.0329218996290407
10:94828098-94828271	7.52092496706499	655.864761965945	663.38568693301	0.0113371830523447
10:94833037-94833114	16.8768182338831	558.971413358769	575.848231592652	0.0293077538628643
10:99531623-99532021	19.5673767806692	1686.53601348877	1706.10339026944	0.0114690451307168
11:101454501-101454582	4.98354671466225	99.4315903952028	104.415137109865	0.0477282016056598
11:101454621-101454836	10.0255666310415	471.724717065151	481.750283696192	0.0208107124589966
11:105481122-105481238	6.5648889869616	507.216502896344	513.781391883306	0.0127775919694123
11:105481241-105481427	10.0355451327894	880.983726757034	891.019271889823	0.0112629944709325
11:105481455-105481563	6.94417458335611	385.231423267612	392.175597850968	0.0177067992537236
11:110584029-110584227	4.83227397261803	519.320300965995	524.152574938613	0.00921921250350428
11:111411024-111411115	29.1886215890724	181.751322444103	210.939944033175	0.138374084258228
11:111411123-111411551	10.4075993638472	769.213414876081	779.621014239928	0.0133495623819143
11:111411590-111411692	6.12594982406887	490.50908826069	496.635038084759	0.0123349126708683
11:111411728-111411894	6.98735139147499	600.102539962071	607.089891353546	0.0115095828327766
11:112832475-112832655	7.30769659806854	1147.34815294323	1154.6558495413	0.00632889583590784
11:112832846-112833015	6.29921338142038	1670.90491731079	1677.20413069221	0.00375578217710482
11:113346133-113346261	5.27797605305853	379.788609288058	385.066585341117	0.0137066581572716
11:113346274-113346434	30.8838386721429	338.69429402426	369.578132696403	0.0835651136792583
11:115630456-115630563	12.6977391374871	281.548514089801	294.246253227288	0.0431534437506629
11:115630594-115630800	10.2603142764597	955.509903692345	965.770217968804	0.010623970469952
11:115630718-115630927	7.04589585366633	1087.33861650291	1094.38451235658	0.00643822694319217
11:116451115-116451129	2.64941152648839	237.802472582294	240.451884108782	0.0110184685651695
11:116451144-116451315	7.63080127492729	322.137828851275	329.768630126202	0.0231398640677465
11:119292685-119292712	11.5839136410861	220.008781666599	231.592695307685	0.0500184758664179
11:119292732-119292896	10.91279291738	624.583112203052	635.495905120432	0.0171720900629752
11:119293241-119293506	6.56226158671113	973.198126397586	979.760387984297	0.00669782292404365
11:12030017-12030553	12.3136925812163	993.305920751542	1005.61961333276	0.0122448810842174
11:12030871-12031006	3.32962716763663	232.278628561858	235.608255729495	0.0141320479510676
11:12031006-12031154	21.1651960415211	267.111728496694	288.276924538215	0.0734196678260849
11:120434904-120435062	23.3686784969492	188.917619117878	212.286297614827	0.110080955575142
11:120435064-120435230	21.5103111447592	614.315405440202	635.825716584962	0.0338305145320195
11:121800427-121800642	13.0548568333821	714.738036798286	727.792893631668	0.0179375986597488
11:122848169-122848271	7.48899008284844	837.396081488053	844.885071570901	0.00886391573817738
11:122848279-122848360	5.88060256179526	512.174523505733	518.055126067528	0.0113513065808922
11:122848358-122848417	4.6357396257231	597.423012081451	602.058751707174	0.00769981270528528
11:122854874-122855204	4.84324401076428	800.584378279437	805.427622290202	0.00601325789770248
11:122855120-122855385	7.47640429866116	1483.44862382619	1490.92502812486	0.00501460781570236
11:122855404-122855587	9.0839715115278	1794.50041341611	1803.58438492764	0.00503662129004974
11:123172859-123173034	9.42385823047652	305.596185998846	315.020044229323	0.0299151066832316
11:123229007-123229079	1.65741209431434	429.366666971121	431.024079065435	0.00384528887088632
11:123229121-123229348	6.40742718245542	1768.65052948951	1775.05795667197	0.00360970026830483
11:124709629-124709954	11.209930251641	1529.49676374414	1540.70669399578	0.00727583666334853
11:124735014-124735274	30.0457349707561	706.400813435378	736.446548406134	0.0407982562153127
11:124735882-124736062	11.7365371380872	1058.79676973597	1070.53330687405	0.0109632620141057
11:124736112-124736226	7.96122083567246	359.676238827441	367.637459663113	0.0216550860811838
11:126870536-126870779	11.0695040326456	1041.32479728817	1052.39430132081	0.0105183998229112
11:128556606-128556747	12.771879536965	215.915427440006	228.687306976971	0.0558486594896634
11:128562857-128562929	2.55878533541462	321.798415631549	324.357200966964	0.00788878843382063
11:128562952-128563195	4.67780951979909	1416.97138081043	1421.64919033023	0.00329041056796332
11:128563898-128564354	5.13096751438348	1014.83298055436	1019.96394806875	0.00503053811274283
11:128564713-128564936	3.67467644715865	943.978795162145	947.653471609303	0.00387765840283192
11:128564955-128565045	1.91696147970037	476.699882278885	478.616843758586	0.00400521106747192
11:130297397-130297629	24.0750448148841	1038.18326528021	1062.2583100951	0.0226640211576493
11:131780271-131780284	19.7459191472167	98.4855372853908	118.231456432608	0.167010707158733
11:131780324-131780526	8.39153727151858	472.377191753058	480.768729024577	0.017454415740691
11:131781075-131781189	3.73468605872797	607.849735291845	611.584421350573	0.00610657487069502
11:131781210-131781299	5.7086101068425	740.125129951054	745.833740057896	0.00765399820394202
11:131781312-131781377	3.48973364873366	1011.06766917174	1014.55740282047	0.0034396611162978
11:132813230-132813368	20.5867221632598	764.970047853241	785.556770016501	0.0262065364961814
11:132813444-132813532	1.90499964169313	202.830787503242	204.735787144935	0.00930467344404502
11:133825200-133825692	35.4382706757705	1613.58200242457	1649.02027310034	0.0214905003012138
11:133837239-133837435	23.7168835842901	175.54745346849	199.26433705278	0.119022219103904
11:133938752-133939238	5.25029290537896	1172.26430301685	1177.51459592223	0.00445879220823325
11:13984830-13985093	6.33919397398198	1086.08264787003	1092.42184184401	0.00580288102193326
11:14995105-14995298	14.306901069845	405.227642459224	419.534543529069	0.0341018428411096
11:17565718-17565853	26.3216798054017	108.699030271324	135.020710076726	0.194945499771437
11:17565870-17566040	10.9733199939452	475.355589296588	486.328909290533	0.0225635774150323
11:1769895-1770135	9.65221819879638	490.784411300193	500.436629498989	0.0192875933331652
11:1770132-1770240	4.70370586371755	636.606234195778	641.309940059496	0.00733452823650477
11:19263803-19264038	9.45810319824799	728.347283174885	737.805386373132	0.01281923847797
11:19367071-19367201	15.4071054195262	512.762831847016	528.169937266542	0.0291707352736946
11:19367217-19367410	8.58792971380622	962.894310744534	971.48224045834	0.00884002749216957
11:20178814-20179049	20.8546746816793	872.528359688827	893.383034370506	0.0233434863651445
11:20182156-20182265	29.1278091188469	285.317292163575	314.445101282422	0.0926324150067946
11:20182274-20182330	22.1910330204204	466.612515276574	488.803548296994	0.0453986741662057
11:20182842-20182951	34.5244232545409	485.375716144228	519.900139398769	0.0664058742020462
11:20182979-20183163	38.5470411804043	962.291226638411	1000.83826781882	0.0385147555003188
11:20185103-20185247	12.9388562706426	788.338744198179	801.277600468821	0.0161477823204744
11:20185262-20185422	13.6054629745734	781.281397706107	794.88686068068	0.0171162257769902
11:20618817-20618855	2.19593290408003	223.718923038097	225.914855942177	0.00972017929021046
11:20618863-20618969	14.8612836341234	586.908322126772	601.769605760895	0.0246959691746684
11:20619005-20619053	8.28778600342675	440.041165163858	448.328951167285	0.0184859487254802
11:20691336-20691592	23.1238416837543	2118.6735593974	2141.79740108116	0.0107964654696479
11:20691922-20692028	8.5638841551958	408.985597908239	417.549482063435	0.0205098665501273
11:20692044-20692222	21.7370786894329	813.272297682607	835.009376372039	0.0260321372484181
11:2187689-2187791	8.72199032368524	84.0783648031473	92.8003551268325	0.0939866050271541
11:22359183-22359236	6.95278088260829	120.158171271993	127.110952154601	0.0546985194017889
11:22359300-22359492	12.7266198653367	727.2491800167	739.975799882037	0.0171986973997873
11:2291477-2291658	11.7226155430606	629.79208403489	641.51469957795	0.0182733389441783
11:2291669-2291841	13.0261784700839	536.024810800879	549.050989270963	0.0237248975498254
11:2291830-2291982	11.3504312988672	582.967571178441	594.318002477308	0.019098245807051
11:2291995-2292167	15.1568646967497	231.47770685652	246.63457155327	0.0614547449746964
11:2292345-2292531	6.95894674362851	391.441503829022	398.40045057265	0.0174672160476373
11:2292533-2292608	7.63338148377213	144.987243229342	152.620624713114	0.0500153992825076
11:24518220-24518587	11.7277890832131	518.605280233559	530.333069316772	0.0221140067662046
11:24518612-24518839	11.7807457431244	591.484163794149	603.264909537274	0.0195283126150346
11:24518860-24518905	6.55945985990639	274.176980378218	280.736440238125	0.0233651885531588
11:27743447-27743561	5.56268412130868	331.998205873368	337.560889994676	0.0164790539608911
11:27743575-27743786	7.56207619204773	813.428351458518	820.990427650566	0.00921091883335129
11:27744321-27744569	7.38937874927025	560.740961856065	568.130340605336	0.0130064849932094
11:27744606-27744850	23.8416195214109	610.343857340338	634.185476861749	0.0375940799517998
11:30605930-30606321	6.13365955460186	600.340074404005	606.473733958607	0.0101136441879616
11:30606907-30607044	2.84141971774781	591.424653021675	594.266072739423	0.00478139313026832
11:30607063-30607222	4.03855388187223	845.635598854348	849.674152736221	0.00475306194600224
11:30607276-30607533	3.73487594706915	789.881107113635	793.615983060704	0.00470615011137379
11:31819313-31819504	62.1504488627395	850.477907971273	912.628356834012	0.0681005015868067
11:31821214-31821421	32.8775779201096	762.529769270812	795.407347190922	0.041334264809372
11:31825828-31826054	8.74382611996728	1254.79645597814	1263.5402820981	0.00692010080236476
11:31826267-31826497	48.2787071852981	1118.32136129137	1166.60006847667	0.0413841113933241
11:31826553-31826745	38.8579873000065	910.854912918714	949.712900218721	0.0409155096145977
11:31827449-31828115	53.2997572012395	1369.46867775774	1422.76843495898	0.037462004280954
11:31832856-31832889	3.24391628808212	176.021536718095	179.265453006177	0.0180956019895833
11:31832913-31833048	8.0721659932856	713.856807705271	721.928973698556	0.0111813852710892
11:31835369-31835660	42.7474944479904	1470.58170889953	1513.32920334752	0.0282473201160935
11:31836193-31836352	40.5997510003708	1102.1851572195	1142.78490821987	0.035527027622034
11:31836380-31836462	26.8847050420296	483.685844121174	510.570549163204	0.0526562001785887
11:31836960-31837294	54.1203999508519	1390.43373525065	1444.5541352015	0.0374651241044024
11:31837305-31837548	23.4102918161901	1103.51482121292	1126.92511302911	0.0207736002557123
11:31838520-31838571	2.55278996718974	304.875291931145	307.428081898334	0.00830369805980814
11:31838581-31838702	11.3928853431111	691.477116335214	702.870001678325	0.0162090931693015
11:31838711-31838832	10.3767665935037	620.704659157576	631.08142575108	0.0164428331592136
11:31839359-31839469	12.328396903994	617.786913913632	630.115310817626	0.0195653028776541
11:31839516-31839675	24.1600089899598	997.100960083811	1021.26096907377	0.0236570374483925
11:31840525-31840634	14.8834593831861	443.055653035172	457.939112418358	0.0325009569603853
11:31840655-31840868	74.5358104737411	798.144741414152	872.680551887893	0.0854101885420683
11:31841422-31841697	54.2305989785197	942.969680779971	997.20027975849	0.0543828557605837
11:31848483-31848687	45.3492416008088	864.541300631506	909.890542232315	0.0498403263864568
11:31848699-31848819	18.5443481021194	440.39179405074	458.936142152859	0.0404072514645028
11:32454835-32454993	33.2975584248509	410.156263351057	443.453821775908	0.0750868676506238
11:32455009-32455149	19.3013214934039	364.215872287632	383.517193781036	0.0503271347579366
11:32456739-32456960	3.07449026827228	381.708049864579	384.782540132852	0.00799020212094543
11:32457591-32457706	9.19866839781662	1061.03074540229	1070.2294138001	0.0085950435291762
11:32457718-32457884	9.70303110324141	643.343005338534	653.046036441776	0.0148581119274683
11:43596380-43596600	18.2643863356814	644.033672470865	662.298058806546	0.0275772910592454
11:43597156-43597376	27.3432431993748	1249.97745632163	1277.320699521	0.0214067173652071
11:43599884-43600038	12.626575169919	368.985924293184	381.612499463103	0.0330874255630607
11:43602689-43602863	13.123549126187	891.954909656971	905.078458783158	0.0144999021895087
11:43602874-43603047	8.21425812828786	887.04915721313	895.263415341418	0.00917524159652527
11:44325653-44325966	36.7191209158609	902.497081974061	939.216202889921	0.0390954934581388
11:44326255-44326326	15.2338942028339	416.08814883268	431.322043035513	0.0353190717905869
11:44326346-44326426	16.0128941860664	1222.18085398252	1238.19374816858	0.0129324624758857
11:44326419-44326522	27.6244461080096	605.971351453767	633.595797561777	0.0435994781125678
